square_id,time_ms,internet,time
4159,1383260400000,224.80853,2013-10-31 23:00:00
4159,1383261000000,183.50499,2013-10-31 23:10:00
4159,1383261600000,204.4313,2013-10-31 23:20:00
4159,1383262200000,212.37405,2013-10-31 23:30:00
4159,1383262800000,195.768,2013-10-31 23:40:00
4159,1383263400000,211.8606,2013-10-31 23:50:00
4159,1383264000000,218.11395,2013-11-01 00:00:00
4159,1383264600000,261.68927,2013-11-01 00:10:00
4159,1383265200000,175.93375,2013-11-01 00:20:00
4159,1383265800000,204.93506,2013-11-01 00:30:00
4159,1383266400000,175.95897,2013-11-01 00:40:00
4159,1383267000000,188.50415,2013-11-01 00:50:00
4159,1383267600000,185.85257,2013-11-01 01:00:00
4159,1383268200000,210.17012,2013-11-01 01:10:00
4159,1383268800000,193.34804,2013-11-01 01:20:00
4159,1383269400000,181.34715,2013-11-01 01:30:00
4159,1383270000000,193.0342,2013-11-01 01:40:00
4159,1383270600000,179.21008,2013-11-01 01:50:00
4159,1383271200000,178.50423,2013-11-01 02:00:00
4159,1383271800000,213.55557,2013-11-01 02:10:00
4159,1383272400000,206.8106,2013-11-01 02:20:00
4159,1383273000000,175.17155,2013-11-01 02:30:00
4159,1383273600000,197.03378,2013-11-01 02:40:00
4159,1383274200000,168.97226,2013-11-01 02:50:00
4159,1383274800000,164.46248,2013-11-01 03:00:00
4159,1383275400000,159.40231,2013-11-01 03:10:00
4159,1383276000000,169.21748,2013-11-01 03:20:00
4159,1383276600000,149.31512,2013-11-01 03:30:00
4159,1383277200000,168.92844,2013-11-01 03:40:00
4159,1383277800000,155.45425,2013-11-01 03:50:00
4159,1383278400000,155.57454,2013-11-01 04:00:00
4159,1383279000000,199.38121,2013-11-01 04:10:00
4159,1383279600000,148.11186,2013-11-01 04:20:00
4159,1383280200000,144.12645,2013-11-01 04:30:00
4159,1383280800000,159.8122,2013-11-01 04:40:00
4159,1383281400000,138.16702,2013-11-01 04:50:00
4159,1383282000000,137.11569,2013-11-01 05:00:00
4159,1383282600000,148.21376,2013-11-01 05:10:00
4159,1383283200000,141.27867,2013-11-01 05:20:00
4159,1383283800000,125.014984,2013-11-01 05:30:00
4159,1383284400000,165.19193,2013-11-01 05:40:00
4159,1383285000000,122.0555,2013-11-01 05:50:00
4159,1383285600000,126.15569,2013-11-01 06:00:00
4159,1383286200000,130.9877,2013-11-01 06:10:00
4159,1383286800000,127.05454,2013-11-01 06:20:00
4159,1383287400000,136.49104,2013-11-01 06:30:00
4159,1383288000000,128.79324,2013-11-01 06:40:00
4159,1383288600000,122.9359,2013-11-01 06:50:00
4159,1383289200000,120.78218,2013-11-01 07:00:00
4159,1383289800000,128.98831,2013-11-01 07:10:00
4159,1383290400000,147.3943,2013-11-01 07:20:00
4159,1383291000000,134.18338,2013-11-01 07:30:00
4159,1383291600000,131.78539,2013-11-01 07:40:00
4159,1383292200000,134.874,2013-11-01 07:50:00
4159,1383292800000,139.11931,2013-11-01 08:00:00
4159,1383293400000,131.35843,2013-11-01 08:10:00
4159,1383294000000,147.19934,2013-11-01 08:20:00
4159,1383294600000,139.27963,2013-11-01 08:30:00
4159,1383295200000,153.12152,2013-11-01 08:40:00
4159,1383295800000,148.70712,2013-11-01 08:50:00
4159,1383296400000,175.84048,2013-11-01 09:00:00
4159,1383297000000,219.75519,2013-11-01 09:10:00
4159,1383297600000,136.86684,2013-11-01 09:20:00
4159,1383298200000,142.26685,2013-11-01 09:30:00
4159,1383298800000,142.70291,2013-11-01 09:40:00
4159,1383299400000,127.402176,2013-11-01 09:50:00
4159,1383300000000,159.0622,2013-11-01 10:00:00
4159,1383300600000,207.259,2013-11-01 10:10:00
4159,1383301200000,177.97113,2013-11-01 10:20:00
4159,1383301800000,180.69073,2013-11-01 10:30:00
4159,1383302400000,184.70868,2013-11-01 10:40:00
4159,1383303000000,127.59932,2013-11-01 10:50:00
4159,1383303600000,142.40486,2013-11-01 11:00:00
4159,1383304200000,158.01833,2013-11-01 11:10:00
4159,1383304800000,172.7982,2013-11-01 11:20:00
4159,1383305400000,194.51517,2013-11-01 11:30:00
4159,1383306000000,175.64897,2013-11-01 11:40:00
4159,1383306600000,139.47574,2013-11-01 11:50:00
4159,1383307200000,181.07513,2013-11-01 12:00:00
4159,1383307800000,165.60515,2013-11-01 12:10:00
4159,1383308400000,158.2177,2013-11-01 12:20:00
4159,1383309000000,132.5066,2013-11-01 12:30:00
4159,1383309600000,147.85144,2013-11-01 12:40:00
4159,1383310200000,151.09845,2013-11-01 12:50:00
4159,1383310800000,148.91452,2013-11-01 13:00:00
4159,1383311400000,140.86243,2013-11-01 13:10:00
4159,1383312000000,157.93304,2013-11-01 13:20:00
4159,1383312600000,203.51265,2013-11-01 13:30:00
4159,1383313200000,196.21806,2013-11-01 13:40:00
4159,1383313800000,189.43748,2013-11-01 13:50:00
4159,1383314400000,151.52654,2013-11-01 14:00:00
4159,1383315000000,204.06906,2013-11-01 14:10:00
4159,1383315600000,145.47203,2013-11-01 14:20:00
4159,1383316200000,165.5997,2013-11-01 14:30:00
4159,1383316800000,184.54575,2013-11-01 14:40:00
4159,1383317400000,184.59526,2013-11-01 14:50:00
4159,1383318000000,196.18489,2013-11-01 15:00:00
4159,1383318600000,176.23978,2013-11-01 15:10:00
4159,1383319200000,193.04834,2013-11-01 15:20:00
4159,1383319800000,168.1584,2013-11-01 15:30:00
4159,1383320400000,187.02719,2013-11-01 15:40:00
4159,1383321000000,238.50496,2013-11-01 15:50:00
4159,1383321600000,233.15718,2013-11-01 16:00:00
4159,1383322200000,220.70149,2013-11-01 16:10:00
4159,1383322800000,166.37546,2013-11-01 16:20:00
4159,1383323400000,204.85233,2013-11-01 16:30:00
4159,1383324000000,166.41988,2013-11-01 16:40:00
4159,1383324600000,131.19708,2013-11-01 16:50:00
4159,1383325200000,124.10627,2013-11-01 17:00:00
4159,1383325800000,134.76952,2013-11-01 17:10:00
4159,1383326400000,124.01504,2013-11-01 17:20:00
4159,1383327000000,176.11624,2013-11-01 17:30:00
4159,1383327600000,160.50745,2013-11-01 17:40:00
4159,1383328200000,148.32321,2013-11-01 17:50:00
4159,1383328800000,135.54861,2013-11-01 18:00:00
4159,1383329400000,140.46239,2013-11-01 18:10:00
4159,1383330000000,164.86469,2013-11-01 18:20:00
4159,1383330600000,147.72122,2013-11-01 18:30:00
4159,1383331200000,176.92067,2013-11-01 18:40:00
4159,1383331800000,132.95479,2013-11-01 18:50:00
4159,1383332400000,143.12581,2013-11-01 19:00:00
4159,1383333000000,172.8504,2013-11-01 19:10:00
4159,1383333600000,145.92496,2013-11-01 19:20:00
4159,1383334200000,200.47539,2013-11-01 19:30:00
4159,1383334800000,139.7828,2013-11-01 19:40:00
4159,1383335400000,148.1339,2013-11-01 19:50:00
4159,1383336000000,137.63098,2013-11-01 20:00:00
4159,1383336600000,150.1835,2013-11-01 20:10:00
4159,1383337200000,138.3986,2013-11-01 20:20:00
4159,1383337800000,151.9266,2013-11-01 20:30:00
4159,1383338400000,168.35033,2013-11-01 20:40:00
4159,1383339000000,140.04597,2013-11-01 20:50:00
4159,1383339600000,129.30383,2013-11-01 21:00:00
4159,1383340200000,147.39427,2013-11-01 21:10:00
4159,1383340800000,142.45624,2013-11-01 21:20:00
4159,1383341400000,136.114,2013-11-01 21:30:00
4159,1383342000000,129.94257,2013-11-01 21:40:00
4159,1383342600000,140.5279,2013-11-01 21:50:00
4159,1383343200000,145.98947,2013-11-01 22:00:00
4159,1383343800000,208.15216,2013-11-01 22:10:00
4159,1383344400000,162.32779,2013-11-01 22:20:00
4159,1383345000000,147.60649,2013-11-01 22:30:00
4159,1383345600000,145.56383,2013-11-01 22:40:00
4159,1383346200000,143.8314,2013-11-01 22:50:00
4159,1383346800000,189.51863,2013-11-01 23:00:00
4159,1383347400000,144.22232,2013-11-01 23:10:00
4159,1383348000000,167.56119,2013-11-01 23:20:00
4159,1383348600000,181.39635,2013-11-01 23:30:00
4159,1383349200000,164.30121,2013-11-01 23:40:00
4159,1383349800000,141.18533,2013-11-01 23:50:00
4159,1383350400000,152.1406,2013-11-02 00:00:00
4159,1383351000000,146.03006,2013-11-02 00:10:00
4159,1383351600000,127.6552,2013-11-02 00:20:00
4159,1383352200000,134.00441,2013-11-02 00:30:00
4159,1383352800000,116.42611,2013-11-02 00:40:00
4159,1383353400000,112.56753,2013-11-02 00:50:00
4159,1383354000000,119.70527,2013-11-02 01:00:00
4159,1383354600000,109.83044,2013-11-02 01:10:00
4159,1383355200000,107.53997,2013-11-02 01:20:00
4159,1383355800000,112.06507,2013-11-02 01:30:00
4159,1383356400000,105.89937,2013-11-02 01:40:00
4159,1383357000000,101.38106,2013-11-02 01:50:00
4159,1383357600000,105.701904,2013-11-02 02:00:00
4159,1383358200000,95.36801,2013-11-02 02:10:00
4159,1383358800000,97.65385,2013-11-02 02:20:00
4159,1383359400000,97.14236,2013-11-02 02:30:00
4159,1383360000000,100.729546,2013-11-02 02:40:00
4159,1383360600000,92.296745,2013-11-02 02:50:00
4159,1383361200000,94.79659,2013-11-02 03:00:00
4159,1383361800000,92.89135,2013-11-02 03:10:00
4159,1383362400000,90.04638,2013-11-02 03:20:00
4159,1383363000000,95.19556,2013-11-02 03:30:00
4159,1383363600000,89.9528,2013-11-02 03:40:00
4159,1383364200000,89.18651,2013-11-02 03:50:00
4159,1383364800000,88.494286,2013-11-02 04:00:00
4159,1383365400000,90.42279,2013-11-02 04:10:00
4159,1383366000000,80.28643,2013-11-02 04:20:00
4159,1383366600000,81.28852,2013-11-02 04:30:00
4159,1383367200000,91.552505,2013-11-02 04:40:00
4159,1383367800000,88.11791,2013-11-02 04:50:00
4159,1383368400000,88.75357,2013-11-02 05:00:00
4159,1383369000000,89.58513,2013-11-02 05:10:00
4159,1383369600000,92.3825,2013-11-02 05:20:00
4159,1383370200000,89.790344,2013-11-02 05:30:00
4159,1383370800000,86.61322,2013-11-02 05:40:00
4159,1383371400000,87.313,2013-11-02 05:50:00
4159,1383372000000,86.89168,2013-11-02 06:00:00
4159,1383372600000,89.908676,2013-11-02 06:10:00
4159,1383373200000,101.09314,2013-11-02 06:20:00
4159,1383373800000,99.79095,2013-11-02 06:30:00
4159,1383374400000,116.97414,2013-11-02 06:40:00
4159,1383375000000,129.55136,2013-11-02 06:50:00
4159,1383375600000,116.48285,2013-11-02 07:00:00
4159,1383376200000,116.35505,2013-11-02 07:10:00
4159,1383376800000,105.05546,2013-11-02 07:20:00
4159,1383377400000,102.57538,2013-11-02 07:30:00
4159,1383378000000,125.133095,2013-11-02 07:40:00
4159,1383378600000,130.57654,2013-11-02 07:50:00
4159,1383379200000,122.80347,2013-11-02 08:00:00
4159,1383379800000,133.11862,2013-11-02 08:10:00
4159,1383380400000,227.68887,2013-11-02 08:20:00
4159,1383381000000,239.46698,2013-11-02 08:30:00
4159,1383381600000,145.75937,2013-11-02 08:40:00
4159,1383382200000,132.52505,2013-11-02 08:50:00
4159,1383382800000,173.86734,2013-11-02 09:00:00
4159,1383383400000,158.89767,2013-11-02 09:10:00
4159,1383384000000,163.37007,2013-11-02 09:20:00
4159,1383384600000,161.90662,2013-11-02 09:30:00
4159,1383385200000,158.73622,2013-11-02 09:40:00
4159,1383385800000,195.23303,2013-11-02 09:50:00
4159,1383386400000,137.36575,2013-11-02 10:00:00
4159,1383387000000,145.3056,2013-11-02 10:10:00
4159,1383387600000,148.94182,2013-11-02 10:20:00
4159,1383388200000,154.95995,2013-11-02 10:30:00
4159,1383388800000,155.89906,2013-11-02 10:40:00
4159,1383389400000,178.3788,2013-11-02 10:50:00
4159,1383390000000,161.48305,2013-11-02 11:00:00
4159,1383390600000,168.52805,2013-11-02 11:10:00
4159,1383391200000,173.32236,2013-11-02 11:20:00
4159,1383391800000,155.21754,2013-11-02 11:30:00
4159,1383392400000,135.23857,2013-11-02 11:40:00
4159,1383393000000,133.61467,2013-11-02 11:50:00
4159,1383393600000,119.187416,2013-11-02 12:00:00
4159,1383394200000,122.66864,2013-11-02 12:10:00
4159,1383394800000,116.16541,2013-11-02 12:20:00
4159,1383395400000,126.929565,2013-11-02 12:30:00
4159,1383396000000,112.47042,2013-11-02 12:40:00
4159,1383396600000,115.299255,2013-11-02 12:50:00
4159,1383397200000,123.12801,2013-11-02 13:00:00
4159,1383397800000,136.41135,2013-11-02 13:10:00
4159,1383398400000,143.64928,2013-11-02 13:20:00
4159,1383399000000,147.19772,2013-11-02 13:30:00
4159,1383399600000,189.80164,2013-11-02 13:40:00
4159,1383400200000,161.74797,2013-11-02 13:50:00
4159,1383400800000,138.46428,2013-11-02 14:00:00
4159,1383401400000,138.57553,2013-11-02 14:10:00
4159,1383402000000,146.48541,2013-11-02 14:20:00
4159,1383402600000,162.49567,2013-11-02 14:30:00
4159,1383403200000,197.28085,2013-11-02 14:40:00
4159,1383403800000,124.15399,2013-11-02 14:50:00
4159,1383404400000,184.0926,2013-11-02 15:00:00
4159,1383405000000,166.23256,2013-11-02 15:10:00
4159,1383405600000,147.49635,2013-11-02 15:20:00
4159,1383406200000,201.02345,2013-11-02 15:30:00
4159,1383406800000,134.369,2013-11-02 15:40:00
4159,1383407400000,135.29811,2013-11-02 15:50:00
4159,1383408000000,153.41235,2013-11-02 16:00:00
4159,1383408600000,151.82492,2013-11-02 16:10:00
4159,1383409200000,150.47005,2013-11-02 16:20:00
4159,1383409800000,188.38063,2013-11-02 16:30:00
4159,1383410400000,163.32014,2013-11-02 16:40:00
4159,1383411000000,143.5571,2013-11-02 16:50:00
4159,1383411600000,159.08669,2013-11-02 17:00:00
4159,1383412200000,164.30365,2013-11-02 17:10:00
4159,1383412800000,155.13005,2013-11-02 17:20:00
4159,1383413400000,164.84015,2013-11-02 17:30:00
4159,1383414000000,246.79556,2013-11-02 17:40:00
4159,1383414600000,160.23425,2013-11-02 17:50:00
4159,1383415200000,191.71901,2013-11-02 18:00:00
4159,1383415800000,184.49774,2013-11-02 18:10:00
4159,1383416400000,182.29973,2013-11-02 18:20:00
4159,1383417000000,178.13104,2013-11-02 18:30:00
4159,1383417600000,188.9515,2013-11-02 18:40:00
4159,1383418200000,185.64436,2013-11-02 18:50:00
4159,1383418800000,205.4895,2013-11-02 19:00:00
4159,1383419400000,183.47433,2013-11-02 19:10:00
4159,1383420000000,162.03555,2013-11-02 19:20:00
4159,1383420600000,189.87282,2013-11-02 19:30:00
4159,1383421200000,175.27496,2013-11-02 19:40:00
4159,1383421800000,148.33006,2013-11-02 19:50:00
4159,1383422400000,175.83391,2013-11-02 20:00:00
4159,1383423000000,145.55556,2013-11-02 20:10:00
4159,1383423600000,180.83516,2013-11-02 20:20:00
4159,1383424200000,149.85567,2013-11-02 20:30:00
4159,1383424800000,160.43665,2013-11-02 20:40:00
4159,1383425400000,153.92587,2013-11-02 20:50:00
4159,1383426000000,201.57283,2013-11-02 21:00:00
4159,1383426600000,177.26921,2013-11-02 21:10:00
4159,1383427200000,156.7703,2013-11-02 21:20:00
4159,1383427800000,195.22803,2013-11-02 21:30:00
4159,1383428400000,175.51595,2013-11-02 21:40:00
4159,1383429000000,143.11284,2013-11-02 21:50:00
4159,1383429600000,155.34288,2013-11-02 22:00:00
4159,1383430200000,192.86595,2013-11-02 22:10:00
4159,1383430800000,182.32802,2013-11-02 22:20:00
4159,1383431400000,173.37337,2013-11-02 22:30:00
4159,1383432000000,187.34656,2013-11-02 22:40:00
4159,1383432600000,126.910835,2013-11-02 22:50:00
4159,1383433200000,149.97098,2013-11-02 23:00:00
4159,1383433800000,158.43474,2013-11-02 23:10:00
4159,1383434400000,141.6209,2013-11-02 23:20:00
4159,1383435000000,178.16417,2013-11-02 23:30:00
4159,1383435600000,164.91246,2013-11-02 23:40:00
4159,1383436200000,152.6383,2013-11-02 23:50:00
4159,1383436800000,181.04521,2013-11-03 00:00:00
4159,1383437400000,172.87062,2013-11-03 00:10:00
4159,1383438000000,153.16524,2013-11-03 00:20:00
4159,1383438600000,250.48335,2013-11-03 00:30:00
4159,1383439200000,165.98026,2013-11-03 00:40:00
4159,1383439800000,172.35239,2013-11-03 00:50:00
4159,1383440400000,167.66037,2013-11-03 01:00:00
4159,1383441000000,152.35843,2013-11-03 01:10:00
4159,1383441600000,154.51852,2013-11-03 01:20:00
4159,1383442200000,168.66385,2013-11-03 01:30:00
4159,1383442800000,152.68051,2013-11-03 01:40:00
4159,1383443400000,142.17479,2013-11-03 01:50:00
4159,1383444000000,160.56306,2013-11-03 02:00:00
4159,1383444600000,153.6427,2013-11-03 02:10:00
4159,1383445200000,141.8523,2013-11-03 02:20:00
4159,1383445800000,138.11003,2013-11-03 02:30:00
4159,1383446400000,141.25214,2013-11-03 02:40:00
4159,1383447000000,137.3991,2013-11-03 02:50:00
4159,1383447600000,136.95444,2013-11-03 03:00:00
4159,1383448200000,132.60817,2013-11-03 03:10:00
4159,1383448800000,122.31549,2013-11-03 03:20:00
4159,1383449400000,128.69495,2013-11-03 03:30:00
4159,1383450000000,116.82861,2013-11-03 03:40:00
4159,1383450600000,123.57646,2013-11-03 03:50:00
4159,1383451200000,125.06671,2013-11-03 04:00:00
4159,1383451800000,113.14375,2013-11-03 04:10:00
4159,1383452400000,111.89051,2013-11-03 04:20:00
4159,1383453000000,113.90645,2013-11-03 04:30:00
4159,1383453600000,116.58249,2013-11-03 04:40:00
4159,1383454200000,108.24938,2013-11-03 04:50:00
4159,1383454800000,110.595375,2013-11-03 05:00:00
4159,1383455400000,116.29055,2013-11-03 05:10:00
4159,1383456000000,96.76384,2013-11-03 05:20:00
4159,1383456600000,97.78314,2013-11-03 05:30:00
4159,1383457200000,90.94608,2013-11-03 05:40:00
4159,1383457800000,101.382706,2013-11-03 05:50:00
4159,1383458400000,100.17104,2013-11-03 06:00:00
4159,1383459000000,98.05949,2013-11-03 06:10:00
4159,1383459600000,99.35465,2013-11-03 06:20:00
4159,1383460200000,96.84711,2013-11-03 06:30:00
4159,1383460800000,95.93254,2013-11-03 06:40:00
4159,1383461400000,94.45428,2013-11-03 06:50:00
4159,1383462000000,93.0411,2013-11-03 07:00:00
4159,1383462600000,97.35428,2013-11-03 07:10:00
4159,1383463200000,103.38119,2013-11-03 07:20:00
4159,1383463800000,106.63818,2013-11-03 07:30:00
4159,1383464400000,99.85609,2013-11-03 07:40:00
4159,1383465000000,106.59425,2013-11-03 07:50:00
